,Naver ID,Name,Score
0,13574087,듀자미,45
1,21693586,미미면가 본점,42
2,35112273,더블트러블 유니온,38
3,35751409,자매의 부엌,38
4,21867596,감성타코 신사점,38
5,37912230,달링키친,38
6,21418931,이끼롤까스 가로수길본점,37
7,33972716,마일스톤 커피,36
8,37098004,C27 가로수길점,36
9,13542746,르브런쉭 신사점,36
10,996334906,에뚜왈 가로수길점,35
11,77889123,딩딤1968,35
12,13321644,메리고라운드 스테이크,35
13,13580190,마망갸또 신사점,34
14,38322388,꿍탈레,33
15,32636994,소나,33
16,38673569,에머이 가로수길,32
17,37741503,카페 그라쎄,32
18,32800064,갓덴스시 신사점,32
19,1781934048,삼창교자,32
20,1320390218,쿠라우니,32
21,983963257,감성타코 가로수길점,31
22,1422706717,텐웰즈,30
23,20557516,레이브릭스,30
24,1417591954,샤블리 신사본점,30
25,83612604,어썸로즈,29
26,32202042,뮤즈온,28
27,1879502374,탭샵바 도산대로점,28
28,1580440003,밀떡팩토리 신사2호점,28
29,1292569783,쇼토,27
30,20342497,산호,27
31,31744092,ASSOULINE,27
32,1584307184,비파티세리,27
33,13452908,이코복스커피 스튜디오 신사점,26
34,1782704556,위트앤미트 가로수길점,26
35,1630800917,테일러커피 신사점,26
36,13070040,와라쿠,26
37,38328122,SADDLER HAUS,26
38,1087332427,닭한마리감자탕,26
39,1301235554,핫쵸,25
40,1290591526,인량훠궈,25
41,1873514629,플레이버스,25
42,281317542,이자카야 공감 가로수길점,25
43,1707144845,로쿄 신논현,24
44,31469554,어퍼웨스트 키친 & 와인,24
45,1772140077,청수당 갤러리,23
46,1009812719,Poke all day 포케&샐러드 신사점,23
47,1448537546,무아,23
48,1059781158,신사890,23
49,1122254586,프론트서울,23
50,1001519803,심퍼티쿠시 가로수길점,23
51,1837081597,디제고 가로수길 본점,23
52,1711464605,맥파이앤타이거 신사티룸,22
53,658897525,마사 타코,22
54,1222395691,리커테이션,22
55,435533893,피자익스프레스,22
56,59999648,가디록,22
57,1242240259,핑크멜로우 신사가로수길점,22
58,1442991989,오레노유메 신사점,21
59,1376511832,아이뽀유,21
60,37996525,보바베어,21
61,1594590158,까브테라스,21
62,1896083272,몽크스부처 도산,21
63,1556342643,피키오,21
64,37534789,컬렉션라운지,21
65,1470143486,청와옥 본사직영학동점,21
66,1185481426,Lu307 이자카야,21
67,1393769185,육구공,20
68,19877737,GOO STK 528,20
69,1040333531,온다,20
70,1054912722,누데이크 신사,20
71,1836210120,마히나 비건 테이블,19
72,1355659954,마일드라이프,19
73,1510923119,Fatboy Sandwiches,19
74,1804965360,블그레,19
75,1129461617,르 사이트,19
76,1621302095,달링베이커리,19
77,1971122149,솔밤,19
78,1467022395,빈터 커피 바,19
79,1026669349,소양탐정,19
80,864620055,스타벅스 신사가로수점,19
81,1543458598,코르바니w 가로수길,19
82,1256005860,영동다방,18
83,1270894354,봄의정원 가로수길점,18
84,1764869465,순자포차 논현본점,18
85,1708972920,빌라레코드,18
86,1416611903,이비티 가로수길점,18
87,1826984139,레 부르주아,18
88,1841724739,오레,18
89,1970872812,어슬렁,17
90,1126310741,로파치노 에스프레소 바,17
91,1061739391,에이커스,17
92,1045639997,신사화로구이,17
93,1129554402,르오뇽,17
94,1571246629,유희 신사가로수길점,17
95,1497576562,디어,17
96,1789381979,포사로,16
97,37798068,파시0914,16
98,1616921844,요조라,16
99,33535027,카페포엠,16
100,1065842528,오라방,16
101,1361693886,콘유,16
102,1797169863,을지다락 가로수길,16
103,1572455069,록키 신사점,16
104,1466711185,켘켘,16
105,1109675321,미미곱창,16
106,1691610852,안주집,16
107,1448724228,하프웨이,16
108,1140676135,밀떡팩토리 본점,16
109,20631251,명인등심 압구정본점,16
110,1438978661,일곱잔,16
111,1929190409,스포트라이트,16
112,1485534307,에드엣 가로수길,16
113,37559169,버틀러,15
114,1864247597,스타벅스 논현역사거리점,15
115,1325697325,한올,15
116,1305933814,텅 신사 스페이스,15
117,11706766,채운,15
118,1488023013,프레임,15
119,1728514968,케이코스랜드,15
120,1104973024,오르랔베이커리 신사점,15
121,1555218626,화요일 하이볼바,15
122,1007299357,바 아지트,15
123,1219939579,야키토리 요이사,15
124,1748847479,샤오당쟈마라탕 신사본점,15
125,1852436304,만소당,15
126,1547177617,경성미술관,15
127,1595691736,투헌드레드,15
128,1467277531,획,15
129,1558011238,에스토,15
130,1510390736,식당민홍,14
131,1821418114,오야지,14
132,21037785,까사밀 신사가로수길,14
133,1560351161,따우전드 신사점,14
134,1232930088,오제이바,14
135,1273878184,핀치브런치바,14
136,1590307991,징관청훠궈 가로수길 본점,14
137,1802296652,첼시스하이볼 가로수길,14
138,1463782137,모던 아시안 누들 서비스,14
139,1527657577,골드참치,14
140,1329358203,사케츠바사,14
141,1348679964,역전할머니맥주 신사가로수길점,14
142,21029355,양식당더램키친,13
143,1168904175,프레즈드로이,13
144,1240653799,HON 스키야키 / HON 528,13
145,1302129770,신사 태수,13
146,1451950518,LE CAFE,13
147,1544620541,어덜트온리,12
148,1286085769,르플레,12
149,1271321447,메종드그릭 신사점,12
150,1002440696,유키모찌 신사점,11
151,1759765723,이자카야화분,11
152,1493368025,봉쥬르테이블,11
153,1267073728,오코노미볼트 신사가로수길점,10
154,32239754,제메이양꼬치 신사점,10
155,1714404667,젠제로 도산,10
156,1204418832,강남주막다방,10
157,1984731064,고쥬,10
158,1566385951,로알드앤달,10
159,1279579247,버터플라이 바이 나베이크,9
160,12026401,마마논마마,9
161,269479759,모우리 한우,9
162,1470380916,플롭,8
163,1247781087,루카,8
164,1516124844,식호락 신사본점,8
165,1710417610,테라다식당 신사본점,8
166,1470947555,봉산평양냉면,8
167,1038917316,파니엔테,8
168,1049763045,해가쭈꾸미 신사직영점,8
169,1235349062,트리타,7
170,1040490502,달리아 다이닝,7
171,1084835505,더일,7
172,1138114120,제일샴페인,7
173,1718796986,파에,4
