상호,영업표지,대표자,등록번호,최초등록일,업종
한쌈대패,한쌈대패,추상일,20201011,2020.08.12,한식
이환헤어궁,이환헤어궁,이방환,20151041,2015.11.02,이미용
(주)코리아폴리스쿨,엠폴리어학원,"임홍일, 김성원",20120100407,2012.08.13,교육 (외국어)
(주)코리아폴리스쿨,폴리어학원,"임홍일, 김성원",20090100062,2009.01.20,교육 (외국어)
(주)와이케이,스위시(SUWiSH),박윤경,20220952,2022.09.20,일식
(주)더일마레,신깡통뒷고기,차재욱,20220329,2022.04.22,한식
㈜의기투합충청,키햐아,노한욱,20180615,2018.07.02,일식
(주)엑스토리,"팽현숙,최양락의 그 밥에 이 반찬",엄재현,20211321,2021.06.04,한식
(주)단꿈,봉황당,한만익,20210104,2021.01.18,일식
(주)더플러스,고기듬뿍 대왕비빔밥,안재민,20180893,2018.09.04,한식
필승푸드,눈물난닭발,"김정민, 고소희",20220010,2022.01.05,한식
필승푸드,채강 낙곱새,"김정민,고소희",20220397,2022.05.11,한식
필승푸드,갈도리,"김정민, 고소희",20220396,2022.05.11,한식
노가리타운,노가리타운,홍덕화,20211595,2021.07.19,주점
(주)만쿠라,롤썸,황진,20210933,2021.03.30,기타 외식
(주)만쿠라,오규당,황진,20191315,2019.12.05,기타 외식
(주)만쿠라,만뽀스키야키,황진,20190717,2019.07.22,일식
(주)봉가코리아,일품해운대봉가떡볶이,인예서,20200615,2020.05.20,분식
(주)맥스원이링크,바나타이거,황규연,20212341,2021.09.30,커피
(주)맥스원이링크,코인몬스터,황규연,20190810,2019.08.07,기타 서비스
(주)맥스원이링크,시즌아이피시(PC)방,황규연,20080100245,2008.08.11,PC방
브라이트피플,부르힐에스테틱,김춘수,20181330,2018.12.17,이미용
(주)호맥생활,전주포민호맥,김경진 외 1,20190545,2019.06.12,주점
바삭마차,바삭마차,양수현,20190146,2019.02.14,서양식
(주)에이치엘코포레이션,한뚝수육국밥,김민찬,20190603,2019.06.26,한식
(주)맥스원이링크,스윗샌드,황규연,20213574,2021.10.29,기타 외식
(주)맥스원이링크,디저트샵처클,황규연,20213857,2021.11.02,제과제빵
(주)맥스원이링크,셀렉토커피,황규연,20120100504,2012.09.19,커피
(주)선진펫,펫마트,이권형,20160418,2016.05.03,기타도소매
(주)꺼구리푸드,꺼구리치킨,박재선,20212869,2021.10.19,치킨
(주)펄맨,펄스맥 커피,김대현,20160358,2016.04.15,기타 외식
(주)힐링에프앤비,빵명장,국기숙,20220445,2022.05.25,제과제빵
(주)에스앤씨세인,더벤티,"최준경,박수암,강삼남",20140722,2014.08.12,커피
종로빈대떡,더종로빈대떡,유현준,20231056,2023.07.21,한식
수기획,진지덮밥&돈가스,민대홍,20212237,2021.09.24,일식
수기획,수코미치,민대홍,20171278,2017.11.08,일식
수기획,연꽃치,민대홍,20220706,2022.07.22,일식
명지회관,명지회관,김연주,20231060,2023.07.21,한식
흑쇠서면본점,흑쇠,오은진,20231057,2023.07.21,한식
한술식당,한술식당,정태환,20231062,2023.07.21,한식
신평뚝배기,정신평뚝배기,정석기,20231059,2023.07.21,한식
커피인류팩토리,커피인류,"안형준,김선중",20220605,2022.06.29,커피
감정선프로젝트,감정선,이선홍,20231063,2023.07.21,기타 서비스
심야식당홍,심야식당홍,김대홍,20231058,2023.07.21,한식
(주)비에이엠어소시에이츠,크로앤피,최윤우,20231061,2023.07.21,커피
강연우동태찌개,강연우동태찌개,강연우,20230704,2023.05.17,한식
진수곱창본점,진수곱창,강상훈,20201172,2020.09.15,한식
(주)쓰리티에이치이,프라이드치킨1977,김효정,20214404,2021.11.09,치킨
(주)쓰리티에이치이,조선의라면,김효정,20214405,2021.11.09,주점
(주)쓰리티에이치이,고혼,김효정,20214406,2021.11.09,한식
(주)더푸드365,여우곰탕,안정훈,20211667,2021.07.23,한식
(주)쓰리티에이치이,삼환축산,김효정,20200279,2020.02.27,한식
청정푸드,조선무청시래기,김미경,20215537,2021.11.17,한식
쭈마담,쭈마담,정대근,20220019,2022.01.07,한식
(주)하프타임,하프타임,한경표,20090300023,2009.05.12,편의점
일월십사일,일월십사일,김아림,20210986,2021.04.08,커피
내가먹F&B,돈돈찜,주재원,20214671,2021.11.12,한식
(주)유앤아이푸드컴퍼니,불화산떡볶이,하태원,20211366,2021.06.11,분식
(주)배포장프랜차이즈,순곱이네,안영근,20212076,2021.09.07,한식
(주)삼인조푸드,참숯 삼인조,송지환,20210167,2021.01.21,한식
(주)파티별,아티쏭,문영민,20220294,2022.04.06,기타 교육
(주)농협홍삼,한삼인,박하완,20080100476,2008.09.11,(건강)식품
윈윈프렌즈컴퍼니,아빠떡볶이,김기욱,20211867,2021.08.18,분식
(주)비바리즈,맥적단,고혜지,20171083,2017.09.15,한식
㈜해우리홀딩스,해우리,오유택,20171442,2017.12.07,한식
리앤리체인사업본부,부동산일빵빵,임상섭,20220442,2022.05.24,부동산 중개
(주)우리로에프앤비,위대한짜글이,강호,20221412,2022.12.20,한식
(주)머그,머그플레이팅,강광호,20214229,2021.11.08,서양식
(주)동아피엠에스,문방구역,박상준,20221119,2022.10.24,기타도소매
(주)머그,머그정,강광호,20214226,2021.11.08,한식
(주)머그,머그디저트랩,강광호,20213071,2021.10.22,커피
(주)머그,리플러스머그,강광호,20214941,2021.11.15,숙박
㈜오엠케이컴퍼니,피맥하우스,김윤환,20191216,2019.11.19,피자
마시온푸드,마시온,류나겸,20201185,2020.09.16,한식
카페24(주),카페24창업센터,이재석,20110100374,2011.08.23,기타 서비스
리딩스타(주),리딩스타 학원,김종국,20130397,2013.11.15,기타 교육
갈매기7번가,갈매기7번가,우종혜,20211950,2021.08.25,한식
(주)철판떼기,철판떼기,김성욱,20180234,2018.03.08,한식
(주)스퀘어독스프렌즈,스퀘어독스,조성희,20211455,2021.06.28,반려동물 관련
(주)대익인터내셔날코리아,타이티카페(TAETEA CAFE),오원지,20170350,2017.03.10,음료 (커피 외)
삼시세끼꼬마김밥,삼시세끼 꼬마김밥,송윤정,20200351,2020.03.10,분식
원앤원(주),감탄계숯불치킨,박천희,20201630,2020.12.01,치킨
원앤원(주),박가부대,박천희,20080500020,2008.07.25,한식
원앤원(주),원할머니,박천희,20080500019,2008.07.25,한식
원앤원(주),족발중심,박천희,20130240,2013.09.24,한식
(주)정석,알리바이,임정석,20080400018,2008.07.30,편의점
개미인력개발(주),개미인력개발,김상철,20080500059,2008.12.02,기타 서비스
(주)트리플컴퍼니,픽셀커피,백현민,20231055,2023.07.20,커피
드렁캔,드렁캔,김운현,20231053,2023.07.20,주점
맨리스커세권,맨리스커세권,이지호,20231052,2023.07.20,기타도소매
(주)엠브이엠,루해빗(luhabit),신혁,20231050,2023.07.20,스포츠 관련
다수제,다수제 떡볶이,이병훈,20231051,2023.07.20,분식
(주)트리플컴퍼니,트리플에이커피,권창성,20200994,2020.08.10,기타 서비스
더원커피,더원커피,홍남주,20230319,2023.02.27,커피
(주)비앤비몬스터푸드,갈비냉면,권정택,20200042,2020.01.07,한식
(주)비앤비몬스터푸드,The 진한 나주곰탕 1인용,권정택,20200040,2020.01.07,한식
(주)아펙스에프앤비,아펙스(APEX),정한,20190987,2019.09.25,주점
(주)스토어하우스,아마스빈코리아,장유,20140203,2014.03.04,음료 (커피 외)
(주)엠디에스코리아,쉐프엠,문동준,20170203,2017.02.06,기타도소매
(주)이연에프엔씨,밥때24시,정보연,20212143,2021.09.10,한식
(주)이연에프엔씨,한촌설렁탕,정보연,20090100478,2009.10.14,한식
(주)홀딩핸즈,불불이족발,김완식,20110100503,2011.10.25,기타 외식
봄바스타커피(국민시장점),봄바스타커피,김태경,20230117,2023.01.27,커피
약선당(주),약선당,석태근,20181244,2018.12.04,한식
(주)창업맨,스팀맨,신광수,20191274,2019.11.28,자동차 관련
(주)오토스테이,오토스테이,장경수,20213040,2021.10.21,자동차 관련
(주)남강푸드시스템,돼지띠식당,도형석,20220844,2022.08.18,한식
(주)남강푸드시스템,갈비씨,도형석,20201029,2020.08.14,한식
(주)남강푸드시스템,남강메기,도형석,20151139,2015.11.19,한식
(주)세경에프앤비,꼬꼬아찌,조재현,20190976,2019.09.23,치킨
(주)한국에프에스,최고존,이종철,20214827,2021.11.15,치킨
(주)한국에프에스,몸애존짜장,이종철,20130100194,2013.03.13,중식
(주)한국에프에스,인절미통닭,이종철,20180947,2018.09.14,치킨
(주)한국에프에스,홍콩만찬,이종철,20180484,2018.05.17,중식
(주)소진담컬쳐,소진담,이창헌,20181270,2018.12.07,제과제빵
미스앤미스터(주),도시농원,"공호식, 박정혜",20230570,2023.04.19,한식
미스앤미스터(주),한신우동,"공호식, 박정혜",20201587,2020.11.24,분식
미스앤미스터㈜,미스터오징어,"공호식, 박정혜",20141185,2014.12.08,한식
(주)라함,24시 무인 애견용품&펫간식샵 아무도없개,박윤범,20211312,2021.06.04,기타 서비스
동탄고기집우심,우심,한인원,20220055,2022.01.19,한식
1983브레드(Bread),1983브레드,김영인,20230624,2023.05.01,제과제빵
올바른푸드,올바른개성손만두,정재은,20214164,2021.11.05,기타 외식
엉클존슨부대찌개,엉클존슨부대찌개,안영환,20231049,2023.07.19,기타 외식
두툼한가본점,두툼한가(家),이하늘,20231048,2023.07.19,기타 외식
(주)카페베네,바리스텔라,박그레타,20221122,2022.10.25,커피
(주)카페베네,카페베네,박그레타,20080100071,2008.07.29,커피
(주)팀프에프앤비,진경순 부대꼬마김밥,노우택,20212549,2021.10.08,분식
(주)큐브스튜디오,미니특공대테마파크,박상훈,20180305,2018.03.30,유아 관련 (교육 외)
(주)인생뮤직,인생뮤직,권대희,20220083,2022.01.28,기타 교육
(주)최배달,최배달 떡순튀,최석원,20191149,2019.11.06,분식
(주)대명코리아,짬뽕타운,서정훈,20200581,2020.05.08,중식
(주)그레닉스,평화다방,곽계민,20200022,2020.01.06,커피
(주)오하푸드,연들,"유건재, 윤인수",20220063,2022.01.24,한식
(주)델리푸드,델리커리(DELHICURRY),김민찬,20090100503,2009.11.03,기타 외식
(주)교동컴퍼니,고양이부엌,"김주환, 박동재",20150415,2015.05.21,기타 외식
(주)케이제이컴퍼니,자성당쫄면,김종호,20151037,2015.10.29,기타 외식
(주)바오밥아이엔씨,바오밥(BAOBAB),최진우,20150366,2015.04.23,기타 외식
㈜더클레버스,세컨무브,유민종,20210840,2021.03.22,스포츠 관련
또봉이에프앤에스(주),또봉이핫독&도넛,유희성,20170811,2017.07.13,제과제빵
또봉이에프앤에스(주),또봉이통닭,유희성,20120100160,2012.04.13,치킨
(주)유진홈센터,에이스 하드웨어,유순태,20180533,2018.05.28,기타도소매
(주)포트리스,육해공통바베큐,권영선,20200549,2020.04.22,기타 외식
(주)포트리스,포트리스,권영선,20190058,2019.01.17,기타 외국식
이제이피(주),어처구니없는두릉도원북촌순두부,박의진,20110100589,2011.12.06,한식
(주)이노파트너스,샴빠샴뺘,이인호,20212582,2021.10.12,주점
(주)한상차림코다리명가,한상차림코다리명가,박순옥,20180661,2018.07.10,한식
(주)이노파트너스,예반스,이인호,20211490,2021.07.02,기타 외식
(주)루시카토,와플랩,강인석,20212884,2021.10.20,제과제빵
(주)루시카토,페이즐리,강인석,20212885,2021.10.20,제과제빵
(주)루시카토,숲속호두과자,강인석,20212883,2021.10.20,제과제빵
(주)루시카토,차눙,강인석,20212182,2021.09.15,커피
(주)루시카토,마리웨일237,강인석,20150594,2015.07.15,제과제빵
(주)루시카토,루시카토캔디,강인석,20150608,2015.07.17,기타 외식
(주)루시카토,스윗디저트카페루시카토,강인석,20130100082,2013.02.07,커피
(주)글로리본,리틀하노이(LittleHANOI),송태융,20161178,2016.12.05,기타 외국식
일편등심,일편등심,송주연,20215638,2021.11.18,한식
(주)일화로지스,해빛(Have it),한림,20180133,2018.02.13,편의점
황제탕후루와대왕닭꼬치,황제탕후루,김순희,20231041,2023.07.18,기타 외식
남문갈매기,남문갈매기,박노국,20231038,2023.07.18,한식
제이에스키친,카레세끼 매운숙성카레,이진영,20221216,2022.11.15,일식
더욱더컴퍼니,불쩐당,김소현,20231045,2023.07.18,한식
(주)키즈에이원,소피아몬테소리,"이경순, 최인동",20231042,2023.07.18,기타 교육
공공피자,공공피자,이준호,20231044,2023.07.18,피자
나나방콕,나나방콕 (NANA BANGKOK),강성찬,20231039,2023.07.18,기타 외국식
잘먹는사람들,깡그리 한식포차주막,이종선,20231047,2023.07.18,한식
(주)다이닝원,다이닝원,양해인,20230635,2023.05.02,일식
(주)배포장프랜차이즈,생생갈비 스테이크,안영근,20231043,2023.07.18,한식
(주)로충칭마라탕,로충칭마라탕,채가은,20231046,2023.07.18,중식
도니스(주),옥토키친,서재옥,20180992,2018.09.28,한식
(유)콩샌,콩샌,지미경,20120400013,2012.04.20,기타 외식
(주)서다에프엔씨,양육점,고영명,20201220,2020.09.21,기타 외국식
육도담,육도담,전신호,20215572,2021.11.17,한식
(주)이한샘교육그룹,이한샘독학재수학원,이한샘,20214972,2021.11.15,기타 교육
권미현꽃예술원,라비올레뜨,권미현,20210716,2021.03.15,커피
(주)단꿈,쭈꾸미본색,한만익,20200627,2020.05.22,한식
언앨리피자(AnlleyPizza),ANALLEY PIZZA,김경자,20211172,2021.05.13,피자
㈜소부상회,동양족발,고영봉,20201102,2020.09.01,한식
㈜소부상회,키햐아,고영봉,20160491,2021.03.30,일식
(주)이에스에프앤비,잇쏘프레쉬(eat so fresh),박정웅,20220481,2022.06.08,기타도소매
(주)비본코리아,온채당,이희웅,20160596,2016.06.28,한식
(주)홍익푸드,쿡1015,김미란,20130100320,2013.04.26,기타 외식
(주)비본코리아,달테이블,이희웅,20141140,2014.11.24,기타 외식
(주)베모스,AWTA 에스프레소 바,김성동,20220748,2022.07.28,커피
조방식품(주),추추 추어탕,홍영진,20220573,2022.06.23,한식
가지많은나무,토스트앤후르츠,조동진,20161231,2016.12.15,분식
고고배터리,고고배터리,정경진,20221062,2022.10.11,자동차 관련
키즈마마,키즈베베,최은희,20211710,2021.07.30,의류 / 패션
(주)정담에프에스,지정환피자,박철민,20080400028,2008.07.30,패스트푸드
올스타피자,올스타피자,서진철,20191431,2019.12.27,피자
(주)이엘교육,엘린네이쳐(Ellinnature),최정아,20220043,2022.01.17,교육 (외국어)
(주)엄마손에프엔비,고향 엄마손바지락생칼국수,정영훈,20213469,2021.10.28,한식
㈜센세이션,LAURAIN(로랭),박상석,20211775,2021.08.05,의류 / 패션
(주)새모양에프앤비,얌스,이전무,20100400017,2010.06.04,기타 외식
내추럴스토리,Chopt 샌드위치,권용희,20212493,2021.10.07,패스트푸드
㈜제이유코리아,BIGZZA(빅짜),정재욱,20200832,2020.07.07,피자
(주)테그글로벌,테그42(TEgg.42),박소운,20190889,2019.08.28,기타 외식
(주)커피에반하다,커피에반하다,임은성,20150505,2015.06.18,커피
(주)공감,데블덕떡볶이,조규현,20214778,2021.11.12,분식
(주)공감,김삿갓통닭,조규현,20200217,2020.02.19,치킨
엠엔비(MnB),엔젤인맘스,이정원,20211779,2021.08.05,기타 서비스
(주)새모양에프앤비,봄초밥 여름소바,이전무,20190508,2019.06.04,일식
(주)엔에프스토어,고기를 디자인하다,이현정,20214496,2021.11.10,기타 외식
(주)푸드스토리,리얼펍,구희동,20140726,2014.08.13,주점
도원김밥,도원랑김밥,김차원,20220059,2022.01.21,분식
쓰리알컴퍼니(3RCOMPANY),진골김치찜,류연호,20201133,2020.09.07,한식
흥주푸드,흥주선비국밥,박교민,20181044,2018.10.14,한식
(주)맥우에프앤씨,맥우,홍덤의,20230135,2023.01.30,기타 외식
㈜더린넨2017,더린넨2017,김은주,20201899,2020.12.24,기타 교육
(주)바오밥아이엔씨,광부커피,최진우,20211768,2021.08.02,커피
(주)바오밥아이엔씨,미래칼국수,최진우,20214107,2021.11.04,기타 외식
(주)바오밥아이엔씨,광부부대찌개,최진우,20211745,2021.08.03,한식
(주)바오밥아이엔씨,카고피자,최진우,20212176,2021.09.14,기타 외식
(주)페르마홀딩스,생각하는수학페르마,심현우,20090100153,2009.03.24,교육 (교과)
(주)내안,고짚,이태화,20220415,2022.05.16,한식
혜정,피자1번가,최병진 외 1명,20130407,2013.11.20,피자
에프에스알,더짱터,문세리,20191043,2019.10.15,한식
(주)갤러리안경,갤러리안경,김기곤,20170964,2017.08.14,안경
(주)펠리아,펠리아 뷰티살롱,박소윤,20100300023,2010.05.18,이미용
(주)지강푸드,돈오락쪽갈비,황규하,20100300029,2010.06.04,한식
(주)킨지(KINJI),킨지(KINJI),강준수,20180262,2018.03.16,기타 외식
(주)리틀팍스,리틀팍스어학원,김원재,20080100677,2008.11.17,교육 (외국어)
(주)테그글로벌,샐러링(Salaring),박소운,20221287,2022.11.24,기타 외식
(주)대단한푸드,김준호의대단한커피,엄신영,20215675,2021.11.18,커피
순구,순구치떡,이경자/임희성,20160999,2016.10.05,치킨
(주)에이에이호텔매니지먼트,이비스 스타일 (Ibis Styles),Garth Ian SIMMONS,20211889,2021.08.19,숙박
(주)에이에이호텔매니지먼트,머큐어(Mercure),Garth Ian SIMMONS,20191117,2019.10.31,기타 서비스
(주)에이에이호텔매니지먼트,풀만 (Pullman),Garth Ian SIMMONS,20211888,2021.08.19,숙박
(주)에이에이호텔매니지먼트,노보텔(Novotel),Garth Ian SIMMONS,20211887,2021.08.19,숙박
